TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-12-03 17:10:37.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-28A0
2025-12-03 17:10:37.284,1.5459722,0.12443203,0.9140721,1.2710755,1.6148293,0.016045518,0.44919854,1.0341475,1.5850247,0.21738166,0.19838305,1.1042807,0.72638285,0.38774237,0.0992449,0.73976386,-0.17588638,0.2805509,-0.17938386,0.054347496,802.6374,801.8315,799.011,811.9048,653.1502,-0.0806884765625,0.166015625,0.987548828125,-0.216827392578125,-1.6748046875,-0.25421142578125,392454.2124542124,9.283032967032968E7,4.9381538461538464E7,60.56232,1,2.0,1.0,1.0,2.0,40.00
2025-12-03 17:10:37.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:10:38.286,1.5459722,0.46815383,0.61803514,1.2710755,1.6148293,0.03455817,-0.27004802,1.0341475,1.5850247,0.19277067,0.036194403,1.1042807,0.72638285,0.41465396,0.13492982,0.73976386,-0.17588638,0.23741242,-0.23407425,0.054347496,752.674,750.65936,756.30035,786.52014,746.2271,-0.07867431640625,0.171630859375,0.9864501953125,-0.2392578125,-0.95703125,-0.157012939453125,393260.07326007326,9.2712673992674E7,4.934688644688644E7,61.345287,1,2.0,1.0,1.0,2.0,40.00
2025-12-03 17:10:39.288,1.5459722,0.80097806,0.72586614,1.2710755,1.6148293,0.037830852,-0.2632968,1.0341475,1.5850247,0.18536842,-0.019892821,1.1042807,0.72638285,0.33841205,0.10288514,0.73976386,-0.17588638,0.22585899,-0.21938561,0.054347496,819.9634,809.0842,794.57874,855.82416,1010.9524,-0.08087158203125,0.1710205078125,0.98333740234375,-0.291595458984375,-1.77947998046875,-0.381317138671875,392454.2124542124,9.268930402930403E7,4.930981684981685E7,62.83752,1,2.0,1.0,1.0,2.0,40.00
2025-12-03 17:10:39.740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:10:40.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:10:40.290,1.5459722,0.9029366,0.72586614,1.2710755,1.6148293,0.18720393,-0.2632968,1.0341475,1.5850247,0.30718565,-0.019892821,1.1042807,0.72638285,0.38565394,0.10288514,0.73976386,-0.17588638,0.32081252,-0.21938561,0.054347496,849.7802,808.2784,772.8205,763.95605,639.0476,-0.075927734375,0.17181396484375,0.98583984375,-0.16448974609375,-2.1533203125,-0.07476806640625,393260.07326007326,9.257003663003662E7,4.928080586080586E7,62.70417,1,2.0,1.0,1.0,2.0,40.00
2025-12-03 17:10:40.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:10:41.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:10:41.307,1.5459722,0.46093237,0.72586614,1.2710755,1.6148293,0.26767212,-0.2632968,1.0341475,1.5850247,0.3496058,-0.019892821,1.1042807,0.72638285,0.48623183,0.10288514,0.73976386,-0.17588638,0.4925739,-0.21938561,0.054347496,835.6777,778.86444,798.60803,834.87177,579.41394,-0.07904052734375,0.17095947265625,0.982177734375,0.13458251953125,-1.5850830078125,-0.037384033203125,394065.93406593404,9.230571428571428E7,4.928483516483516E7,62.781784,1,2.0,1.0,1.0,2.0,40.00
