TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-12-03 17:32:18.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-28A0
2025-12-03 17:32:18.584,2.002057,0.6147468,0.84658843,1.4165286,1.3354844,-0.04954796,0.09129767,0.9148818,1.4318553,0.27928382,-0.1535187,0.9297005,0.55304754,0.26685795,0.23514643,0.47548866,-0.32512683,-0.40407696,-0.20501709,0.27352393,786.9231,789.7436,786.9231,859.85345,699.89014,-0.20782470703125,0.099365234375,0.97393798828125,-0.1495361328125,-1.65985107421875,-0.13458251953125,399706.9597069597,8.964556776556776E7,5.1859560439560436E7,58.758476,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:18.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:32:19.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:32:19.599,2.002057,1.0264524,1.0647217,1.4165286,1.3354844,0.100961365,0.3067808,0.9148818,1.4318553,0.29781953,-0.2616871,0.9297005,0.55304754,0.18313701,0.29469067,0.47548866,-0.32512683,-0.21149836,-0.14347927,0.27352393,792.96704,803.44324,779.67035,842.52747,634.21246,-0.2056884765625,0.097412109375,0.97515869140625,0.10467529296875,-1.98883056640625,-0.059814453125,400512.8205128205,8.970358974358974E7,5.186923076923077E7,58.902767,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:20.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:32:20.615,2.002057,0.9936556,1.0647217,1.4165286,1.3354844,0.2863984,0.3067808,0.9148818,1.4318553,0.3225134,-0.2616871,0.9297005,0.55304754,0.2728377,0.29469067,0.47548866,-0.32512683,0.102317765,-0.14347927,0.27352393,821.5751,783.2967,781.685,838.0952,856.2271,-0.2078857421875,0.10260009765625,0.97198486328125,-0.022430419921875,-1.83929443359375,-0.22430419921875,398901.0989010989,8.970358974358974E7,5.1867619047619045E7,58.95447,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:20.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:32:21.620,2.002057,0.8103801,1.0647217,1.4165286,1.3354844,0.26638418,0.3067808,0.9148818,1.4318553,0.27149546,-0.2616871,0.9297005,0.55304754,0.26748827,0.29469067,0.47548866,-0.32512683,0.15081796,-0.14347927,0.27352393,691.8315,793.36993,791.3553,799.41394,957.3626,-0.20391845703125,0.1005859375,0.969970703125,0.366363525390625,-1.9140625,-0.261688232421875,399706.9597069597,8.971648351648352E7,5.184908424908425E7,60.68491,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:22.633,2.002057,0.9197706,1.5105472,1.4165286,1.3354844,0.10742203,0.72948116,0.9148818,1.4318553,0.15277326,0.40091273,0.9297005,0.55304754,0.22075707,0.05579482,0.47548866,-0.32512683,-0.047707785,-0.44203776,0.27352393,660.0,817.9487,823.1868,713.5897,613.663,-0.20989990234375,0.100830078125,0.9698486328125,-0.336456298828125,-1.622467041015625,-0.52337646484375,399706.9597069597,8.968263736263736E7,5.182974358974359E7,61.952156,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:23.639,2.002057,1.0082574,1.3183345,1.4165286,1.3354844,0.14713944,0.25167337,0.9148818,1.4318553,0.17586619,0.101724856,0.9297005,0.55304754,0.22271176,0.0138835935,0.47548866,-0.32512683,-0.16609621,-0.30207542,0.27352393,728.9011,819.9634,823.1868,749.45056,628.97437,-0.2080078125,0.09991455078125,0.975830078125,-0.216827392578125,-2.415008544921875,-0.560760498046875,399706.9597069597,8.963831501831502E7,5.180637362637363E7,62.482002,1,2.0,1.0,1.0,2.0,30.00
2025-12-03 17:32:24.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-12-03 17:32:24.650,2.002057,1.1297405,1.4270838,1.4165286,1.3354844,0.37658453,0.5916112,0.9148818,1.4318553,0.45536128,0.35542104,0.9297005,0.55304754,0.20042907,-0.046402898,0.47548866,-0.32512683,-0.025207771,-0.38107982,0.27352393,738.97437,797.3993,795.38464,804.65204,948.9011,-0.208984375,0.10247802734375,0.96966552734375,0.321502685546875,-2.160797119140625,0.37384033203125,398901.0989010989,8.94803663003663E7,5.173787545787545E7,63.903347,1,2.0,1.0,1.0,2.0,30.00
